Year,Spd,Temp,Prcp,SD,SDW
2012,6.7406147418670574,13.494009250969777,0.37087436586094413,3.9719486720381973,0
2013,6.480683201459729,14.015649726110656,0.26318472306756163,3.0265520389531346,0
2014,5.241927581718379,12.572908214039677,0.21682615019520793,3.108091556304065,0.03330016075939677
2015,5.599384520694503,12.622418833666627,0.3319279889213751,4.072318818279736,1.5225034620710904
